customer_age,gender_male,engagement_score,avg_session_duration_seconds,clicked_ad,items_in_cart,is_loyal_customer,last_purchase_value_usd
39,TRUE,23.2,91,TRUE,0,FALSE,1121.87
24,TRUE,30.1,87,FALSE,0,FALSE,1131.51
19,TRUE,41.1,100,FALSE,0,FALSE,1146.8
20,TRUE,43,86,FALSE,0,FALSE,1149.4
30,TRUE,53.1,97,FALSE,0,FALSE,1163.46
36,TRUE,19.8,88,TRUE,0,FALSE,1241.57
37,TRUE,20.3,90,TRUE,0,FALSE,1242.26
19,TRUE,20.7,81,FALSE,0,FALSE,1242.82
35,TRUE,34.1,90,FALSE,0,FALSE,1261.44
41,TRUE,34.4,84,FALSE,0,FALSE,1261.86
49,TRUE,35.4,97,TRUE,0,FALSE,1263.25
48,TRUE,33.3,91,TRUE,0,FALSE,1391.53
45,TRUE,23.2,85,TRUE,0,FALSE,1515.34
34,TRUE,31.1,96,FALSE,0,FALSE,1526.31
18,TRUE,35.5,100,TRUE,0,FALSE,1532.47
42,TRUE,36.9,93,FALSE,0,FALSE,1534.3
50,FALSE,20.8,85,TRUE,0,FALSE,1607.51
23,TRUE,43,86,FALSE,0,FALSE,1149.4
36,FALSE,26.7,97,TRUE,0,FALSE,1615.77
30,TRUE,17.5,93,TRUE,0,FALSE,1621.34
58,FALSE,31.1,87,FALSE,0,FALSE,1621.88
35,FALSE,31.4,93,FALSE,0,FALSE,1622.19
29,TRUE,20.4,80,TRUE,0,FALSE,1625.43
49,TRUE,21.8,80,FALSE,0,FALSE,1627.28
21,TRUE,22.6,96,TRUE,0,FALSE,1628.47
52,FALSE,36.9,81,FALSE,0,FALSE,1629.83
43,FALSE,38.2,86,TRUE,0,FALSE,1631.67
47,FALSE,38.3,93,FALSE,0,FALSE,1631.82
48,TRUE,25.2,98,FALSE,0,FALSE,1632.04
34,TRUE,25.6,83,FALSE,0,FALSE,1632.56
28,FALSE,39.2,87,FALSE,0,FALSE,1633.04
49,FALSE,39.8,100,TRUE,0,FALSE,1633.96
29,FALSE,40.3,94,FALSE,0,FALSE,1634.57
18,TRUE,27.8,93,FALSE,0,FALSE,1635.73
32,TRUE,30.6,93,FALSE,0,FALSE,1639.56
44,TRUE,30.6,82,FALSE,0,FALSE,1639.56
37,TRUE,35.5,91,FALSE,0,FALSE,1646.43
29,TRUE,26.8,94,TRUE,0,FALSE,1665
24,TRUE,33.8,89,FALSE,0,FALSE,1674.63
31,TRUE,39.5,80,TRUE,0,FALSE,1682.6
34,TRUE,16,83,FALSE,0,FALSE,1694.8
30,TRUE,21.5,83,TRUE,0,FALSE,1702.46
45,TRUE,23,81,TRUE,0,FALSE,1704.57
31,TRUE,23.1,81,TRUE,0,FALSE,1704.7
30,TRUE,23.8,91,TRUE,0,FALSE,1705.62
34,TRUE,25.5,82,TRUE,0,FALSE,1708
21,TRUE,26.1,87,TRUE,0,FALSE,1708.93
21,TRUE,23.3,80,TRUE,1,FALSE,1711.03
23,TRUE,28.5,88,TRUE,0,FALSE,1712.23
32,TRUE,29.4,97,FALSE,1,FALSE,1719.44
50,TRUE,30,88,FALSE,1,FALSE,1720.35
47,TRUE,33.8,90,FALSE,1,FALSE,1725.55
49,TRUE,35.2,80,TRUE,1,FALSE,1727.54
32,FALSE,17.8,90,FALSE,0,FALSE,1727.79
51,FALSE,18.6,98,TRUE,0,FALSE,1728.9
60,FALSE,20.6,90,FALSE,0,FALSE,1731.68
32,FALSE,24.7,89,FALSE,0,FALSE,1737.38
51,FALSE,28.9,87,TRUE,0,FALSE,1743.21
27,FALSE,29.8,100,FALSE,0,FALSE,1744.47
39,FALSE,32.9,99,TRUE,0,FALSE,1748.77
26,FALSE,40.5,87,TRUE,0,FALSE,1759.34
32,TRUE,29.7,80,TRUE,0,FALSE,1769.53
28,TRUE,26.5,88,TRUE,0,FALSE,1815.88
48,TRUE,32.6,80,TRUE,0,FALSE,1824.29
22,TRUE,34.4,98,TRUE,0,FALSE,1826.84
20,TRUE,20.9,98,FALSE,1,FALSE,1832.09
50,TRUE,24.6,90,FALSE,1,FALSE,1837.24
30,TRUE,41.9,95,TRUE,0,FALSE,1837.28
38,TRUE,28.4,87,FALSE,1,FALSE,1842.52
50,FALSE,29.6,95,FALSE,0,FALSE,1875.34
42,FALSE,31.5,100,FALSE,0,FALSE,1877.93
53,FALSE,33,83,TRUE,0,FALSE,1880.07
26,FALSE,33.3,83,TRUE,0,FALSE,1880.49
43,TRUE,29,91,TRUE,0,FALSE,1906.36
42,TRUE,31.3,98,FALSE,0,FALSE,1909.53
43,TRUE,36.9,91,TRUE,0,FALSE,1917.32
36,TRUE,22,88,TRUE,1,FALSE,1964.78
19,TRUE,27.9,94,TRUE,0,FALSE,1967.02
19,TRUE,23.4,97,FALSE,0,FALSE,1969.61
37,TRUE,25.8,86,FALSE,0,FALSE,1972.95
40,TRUE,29.3,97,TRUE,0,FALSE,1977.82
23,TRUE,33,80,TRUE,1,FALSE,1980.07
19,TRUE,32,100,TRUE,0,FALSE,1981.58
20,TRUE,40.5,95,FALSE,0,FALSE,1984.45
41,TRUE,35.9,97,FALSE,0,FALSE,1986.93
26,FALSE,25.8,100,TRUE,0,FALSE,2007.95
48,FALSE,34.6,99,FALSE,0,FALSE,2020.18
54,FALSE,34.9,90,FALSE,0,FALSE,2020.55
44,FALSE,39.5,93,TRUE,0,FALSE,2026.97
44,TRUE,25.2,91,FALSE,0,FALSE,2045.69
47,TRUE,32.1,81,FALSE,0,FALSE,2055.32
50,TRUE,26,82,FALSE,0,FALSE,2102.26
30,TRUE,22.3,83,TRUE,1,FALSE,2103.08
33,TRUE,27.4,100,FALSE,0,FALSE,2104.11
59,FALSE,22.5,87,FALSE,0,FALSE,2117.34
42,FALSE,30.5,99,FALSE,0,FALSE,2128.43
52,FALSE,32.1,94,TRUE,0,FALSE,2130.68
43,FALSE,35.2,80,FALSE,0,FALSE,2134.9
42,FALSE,36.6,90,FALSE,0,FALSE,2136.88
33,TRUE,25.7,100,TRUE,0,FALSE,2137.65
26,FALSE,37.4,83,TRUE,0,FALSE,2138.07
41,FALSE,24.3,91,TRUE,0,FALSE,2150.47
27,FALSE,27.1,88,TRUE,0,FALSE,2154.36
37,FALSE,28.1,80,FALSE,0,FALSE,2155.68
43,FALSE,28.8,88,TRUE,0,FALSE,2156.75
30,FALSE,36,80,FALSE,0,FALSE,2166.73
47,FALSE,25.1,80,FALSE,0,FALSE,2196.47
26,FALSE,26.3,87,TRUE,0,FALSE,2198.19
49,FALSE,28.2,98,TRUE,0,FALSE,2200.83
59,FALSE,24.1,82,FALSE,1,FALSE,2201.1
58,FALSE,30.1,81,TRUE,0,FALSE,2203.47
32,FALSE,30.3,94,TRUE,0,FALSE,2203.74
37,FALSE,31.9,89,FALSE,0,FALSE,2205.98
48,FALSE,33.2,97,FALSE,0,FALSE,2207.7
52,FALSE,35.6,89,FALSE,0,FALSE,2211.13
55,FALSE,40.2,82,FALSE,0,FALSE,2217.47
33,FALSE,40.3,94,TRUE,0,FALSE,2217.6
53,FALSE,37.3,88,TRUE,1,FALSE,2219.45
26,TRUE,25.6,86,FALSE,1,FALSE,2221.56
49,TRUE,28.9,81,FALSE,0,FALSE,2250.84
31,TRUE,31.7,90,FALSE,0,FALSE,2254.8
42,FALSE,29,81,TRUE,0,FALSE,2257.48
30,FALSE,31.9,89,FALSE,0,FALSE,2261.57
45,TRUE,20.8,88,FALSE,0,FALSE,2302.3
49,TRUE,26.2,91,FALSE,2,FALSE,2304
47,TRUE,35.4,95,FALSE,0,FALSE,2322.62
47,FALSE,28.4,87,TRUE,1,FALSE,2331.52
29,TRUE,23.7,89,TRUE,0,FALSE,2352.97
40,TRUE,32.4,81,FALSE,1,FALSE,2362.23
21,TRUE,23.8,95,TRUE,0,FALSE,2395.17
32,TRUE,24.5,90,TRUE,0,FALSE,2396.1
26,FALSE,35.7,90,TRUE,0,FALSE,2404.73
47,TRUE,35.2,80,FALSE,1,FALSE,2416.96
46,TRUE,50.4,89,TRUE,1,FALSE,2438.06
44,FALSE,28.8,94,TRUE,0,FALSE,2457.21
41,FALSE,22.6,91,TRUE,0,FALSE,2457.5
37,FALSE,30.6,96,TRUE,0,FALSE,2459.72
29,FALSE,27.7,80,TRUE,0,FALSE,2464.62
47,FALSE,34,84,FALSE,0,FALSE,2473.33
35,FALSE,39.5,82,TRUE,0,FALSE,2480.98
48,TRUE,23.1,91,TRUE,0,FALSE,2483.74
22,TRUE,30.5,82,FALSE,0,FALSE,2494.02
41,TRUE,32.7,93,FALSE,0,FALSE,2497.04
26,TRUE,33.7,99,FALSE,0,FALSE,2498.41
18,TRUE,27.6,94,TRUE,0,FALSE,2523.17
28,FALSE,20.2,82,FALSE,0,FALSE,2527.82
33,TRUE,35.6,98,FALSE,0,FALSE,2534.39
49,TRUE,31.1,88,TRUE,2,FALSE,2566.47
33,FALSE,17.4,87,FALSE,1,FALSE,2585.27
43,FALSE,22.1,82,TRUE,0,FALSE,2585.85
57,FALSE,26.4,86,FALSE,1,FALSE,2597.78
30,FALSE,30.3,94,TRUE,0,FALSE,2632.99
42,TRUE,28.3,86,TRUE,1,FALSE,2639.04
21,TRUE,31.4,91,FALSE,1,FALSE,2643.27
47,TRUE,17.7,92,TRUE,0,FALSE,2680.95
28,TRUE,38.1,81,TRUE,0,FALSE,2689.5
52,FALSE,28.1,90,TRUE,0,FALSE,2690.11
30,TRUE,31.1,91,FALSE,0,FALSE,2699.57
51,FALSE,24.5,80,TRUE,1,FALSE,2709.11
58,FALSE,24.6,87,TRUE,1,FALSE,2709.24
26,FALSE,25.7,88,FALSE,1,FALSE,2710.83
41,FALSE,31.8,88,TRUE,1,FALSE,2719.28
46,TRUE,26.2,84,FALSE,0,FALSE,2721.32
23,TRUE,30.6,96,FALSE,0,FALSE,2727.4
34,FALSE,39.6,91,TRUE,1,FALSE,2730.11
29,FALSE,23.2,80,FALSE,0,FALSE,2731.91
58,FALSE,30.4,85,TRUE,0,FALSE,2741.95
59,FALSE,39.8,81,TRUE,0,FALSE,2755.02
30,TRUE,17.4,89,FALSE,1,FALSE,2775.19
49,TRUE,27.4,91,FALSE,1,FALSE,2789.06
60,FALSE,32.1,98,FALSE,2,FALSE,2801.26
49,TRUE,20.6,92,FALSE,2,FALSE,2803.7
45,FALSE,24.2,88,FALSE,0,FALSE,2842.76
54,FALSE,29.9,90,FALSE,0,FALSE,2850.68
27,FALSE,33.3,92,TRUE,0,FALSE,2855.44
37,TRUE,27.2,87,TRUE,0,FALSE,2866.09
48,TRUE,27.9,82,TRUE,0,FALSE,2867.12
49,TRUE,29.5,92,FALSE,0,FALSE,2897.32
25,FALSE,34.9,100,FALSE,0,FALSE,2899.49
20,TRUE,29.2,95,FALSE,1,FALSE,2902.91
35,TRUE,30,86,FALSE,1,FALSE,2904.09
37,FALSE,23.4,96,FALSE,2,FALSE,2913.57
28,TRUE,46.5,94,FALSE,1,FALSE,2927.06
28,FALSE,24.1,80,FALSE,0,FALSE,2974.13
55,FALSE,34.5,87,TRUE,0,FALSE,3021.81
54,FALSE,25.3,100,FALSE,0,FALSE,3044.21
57,FALSE,26.6,83,FALSE,0,FALSE,3046.06
33,FALSE,31.8,98,TRUE,2,FALSE,3056.39
30,TRUE,30.9,89,TRUE,0,FALSE,3062.51
49,TRUE,26,98,TRUE,0,FALSE,3070.81
25,TRUE,23,81,TRUE,0,FALSE,1704.57
38,TRUE,23.8,99,TRUE,2,FALSE,3077.1
60,FALSE,25.8,100,TRUE,0,FALSE,3161.45
59,FALSE,16.8,96,TRUE,1,FALSE,3167.46
52,FALSE,33.1,87,FALSE,0,FALSE,3171.61
35,FALSE,33.4,99,FALSE,0,FALSE,3172.02
35,FALSE,22.2,93,FALSE,0,FALSE,3176.29
48,FALSE,22.6,94,FALSE,0,FALSE,3176.82
27,FALSE,21.9,80,FALSE,2,FALSE,3180.51
48,FALSE,40.2,82,FALSE,0,FALSE,3201.25
45,FALSE,23.5,96,FALSE,0,FALSE,3206.49
33,FALSE,20.8,87,TRUE,1,FALSE,3208.79
59,FALSE,28.6,82,FALSE,0,FALSE,3213.62
36,FALSE,34,88,TRUE,1,FALSE,3227.12
46,FALSE,42.1,89,FALSE,1,FALSE,3238.44
35,TRUE,20.4,88,FALSE,0,FALSE,3260.2
43,TRUE,35.4,86,TRUE,0,FALSE,3268.85
28,TRUE,37.1,90,TRUE,1,FALSE,3277.16
26,TRUE,25.7,91,FALSE,2,FALSE,3279.87
23,TRUE,33.9,81,FALSE,1,FALSE,3292.53
48,TRUE,25.8,82,TRUE,1,FALSE,3309.79
49,FALSE,25.9,97,FALSE,0,FALSE,3353.28
41,FALSE,21.5,92,FALSE,0,FALSE,3353.47
28,FALSE,35.5,95,TRUE,0,FALSE,3366.67
53,FALSE,19.8,93,TRUE,1,FALSE,3378.91
28,FALSE,28.8,99,TRUE,0,FALSE,3385.4
40,FALSE,29.5,100,FALSE,1,FALSE,3392.37
60,FALSE,29.9,82,TRUE,1,FALSE,3392.98
35,FALSE,38.7,85,FALSE,2,FALSE,3393.36
34,FALSE,42.4,92,FALSE,1,FALSE,3410.32
40,TRUE,34.8,81,FALSE,3,FALSE,3443.06
42,TRUE,38.9,94,FALSE,1,FALSE,3471.41
22,TRUE,30.4,95,TRUE,3,FALSE,3481.87
35,TRUE,23.7,88,FALSE,2,FALSE,3484.33
49,TRUE,32.5,93,TRUE,1,FALSE,3490.55
30,FALSE,39.3,92,FALSE,2,FALSE,3500.61
21,TRUE,28.5,98,TRUE,2,FALSE,3537.7
58,FALSE,27.7,82,FALSE,0,FALSE,3554.2
59,FALSE,34.8,85,TRUE,0,FALSE,3556.92
48,FALSE,25.2,82,FALSE,0,FALSE,3558.62
32,FALSE,23.2,89,TRUE,1,FALSE,3561.89
31,FALSE,34.8,88,FALSE,1,FALSE,3578
47,FALSE,33.6,84,TRUE,2,FALSE,3579.83
23,TRUE,32.7,82,TRUE,3,FALSE,3591.48
36,FALSE,22.5,91,TRUE,1,FALSE,3594.17
48,TRUE,37.1,97,FALSE,3,FALSE,3597.6
18,TRUE,25.5,99,TRUE,0,FALSE,3645.09
23,TRUE,31.4,88,FALSE,1,FALSE,3659.35
20,TRUE,45.9,97,FALSE,2,FALSE,3693.43
31,TRUE,30.3,92,FALSE,0,FALSE,3704.35
35,FALSE,17.3,82,TRUE,0,FALSE,3732.63
49,FALSE,26,88,FALSE,0,FALSE,3736.46
45,FALSE,25.7,80,FALSE,0,FALSE,3756.62
30,FALSE,26.6,89,TRUE,0,FALSE,3757.84
52,FALSE,29.1,90,FALSE,0,FALSE,3761.29
44,FALSE,37.6,84,FALSE,1,FALSE,3766.88
31,TRUE,23.8,83,FALSE,2,FALSE,3847.67
25,TRUE,30.9,86,TRUE,0,FALSE,3857.76
34,TRUE,20.2,80,FALSE,3,FALSE,3861.21
33,TRUE,28.9,87,FALSE,0,FALSE,3866.86
32,TRUE,39.5,88,TRUE,1,FALSE,3875.73
18,TRUE,30.9,92,FALSE,2,FALSE,3877.3
28,TRUE,26.8,92,FALSE,3,FALSE,3906.13
42,FALSE,34.6,80,FALSE,2,FALSE,3925.76
36,TRUE,34.2,96,TRUE,0,FALSE,3935.18
46,FALSE,31.2,88,TRUE,0,FALSE,3943.6
46,FALSE,29.6,86,TRUE,1,FALSE,3947.41
38,FALSE,31.3,86,TRUE,1,FALSE,3956.07
53,FALSE,28.9,93,FALSE,0,FALSE,3972.92
35,FALSE,29.9,93,TRUE,2,FALSE,3981.98
48,FALSE,34.2,99,TRUE,2,FALSE,3987.93
49,FALSE,41.1,88,TRUE,0,FALSE,3989.84
46,FALSE,44.2,91,TRUE,0,FALSE,3994.18
48,TRUE,20,82,FALSE,3,FALSE,4005.42
44,TRUE,24.1,86,FALSE,1,FALSE,4032.24
43,TRUE,29,91,FALSE,1,FALSE,4040.56
24,TRUE,37.3,99,TRUE,2,FALSE,4058.12
37,TRUE,33.2,90,TRUE,2,FALSE,4058.71
23,TRUE,30,95,TRUE,1,FALSE,4074.45
26,TRUE,31.5,95,TRUE,1,FALSE,4076.5
49,FALSE,25.9,80,TRUE,1,FALSE,4133.64
47,FALSE,21.8,98,FALSE,0,FALSE,4134.08
25,FALSE,27.9,88,TRUE,0,FALSE,4137.52
59,FALSE,32.4,94,FALSE,1,FALSE,4149.74
48,FALSE,33.3,100,TRUE,1,FALSE,4151.03
34,FALSE,24.3,90,TRUE,0,FALSE,4185.1
25,FALSE,26.8,98,FALSE,2,FALSE,4189.11
27,FALSE,30.1,81,FALSE,3,FALSE,4234.93
30,TRUE,27.6,90,FALSE,1,FALSE,4237.13
35,TRUE,25.9,84,TRUE,1,FALSE,4239.89
37,TRUE,28.6,93,TRUE,1,FALSE,4243.59
35,TRUE,30.3,80,FALSE,3,FALSE,4260.74
49,TRUE,44.2,80,FALSE,2,FALSE,4266.17
25,FALSE,21.3,95,TRUE,3,FALSE,4296.27
21,TRUE,35.8,88,FALSE,0,FALSE,4320.41
37,FALSE,28.9,87,FALSE,1,FALSE,4337.74
57,FALSE,26.5,90,TRUE,2,FALSE,4340.44
32,FALSE,31.1,88,FALSE,0,FALSE,4347.02
25,FALSE,33,89,TRUE,2,FALSE,4349.46
40,FALSE,29.3,87,TRUE,1,FALSE,4350.51
30,FALSE,29.7,93,FALSE,0,FALSE,4357.04
31,FALSE,24.3,90,TRUE,3,FALSE,4391.65
37,TRUE,29.7,81,FALSE,0,FALSE,4399.73
26,TRUE,31.5,88,TRUE,0,FALSE,4402.23
41,FALSE,27.7,92,TRUE,0,FALSE,4415.16
46,TRUE,22.5,88,TRUE,2,FALSE,4428.89
32,TRUE,31.7,83,TRUE,2,FALSE,4433.39
34,TRUE,32.1,83,TRUE,2,FALSE,4433.92
44,TRUE,27,100,TRUE,2,FALSE,4435.09
46,TRUE,29.3,80,TRUE,2,FALSE,4438.26
41,TRUE,26.9,90,FALSE,1,FALSE,4441.21